Departamento,Provincia,Municipio,Año,Num_Alumnos_Matriculados,Tasa_Abandono,Tasa_Promoción,Tasa_Reprobación,Num_Unidades_Educativas
Tarija,G. Chaco,Carapari                      ,2006,3207,7.3,87,5.71,42
Tarija,G. Chaco,Villa Montes                  ,2006,10155,10.3,83.61,6.13,50
Tarija,J.M. Avilez,Uriondo (A. Concepcion)       ,2006,3594,4.7,86.09,9.21,41
Tarija,J.M. Avilez,Yunchara                      ,2006,1547,8.6,86.23,5.17,36
Tarija,E. Méndez,San Lorenzo              ,2006,6901,7.7,84.19,8.07,83
Tarija,E. Méndez,El Puente               ,2006,3363,6.3,85.79,7.94,56
Tarija,B. O´Connor,Entre Ríos                ,2006,5979,8.5,83.53,7.99,85
Beni,Cercado,Trin.d.dad                      ,2007,32558,4.9,89.75,5.31,86
Beni,Cercado,San Javier              ,2007,1023,2.2,94.53,3.23,19
Beni,V. Diez,Riberalta                     ,2007,30930,5.4,88.74,5.82,132
Beni,V. Diez,Guayaramerin                  ,2007,14989,7.8,88.92,3.32,76
Beni,J. Ballivián,Reyes                         ,2007,3686,4.7,86.11,9.22,51
Beni,J. Ballivián,San Borja                     ,2007,13169,5.1,88.31,6.61,117
Beni,J. Ballivián,Santa Rosa                    ,2007,2534,6.6,85.87,7.58,24
Beni,J. Ballivián,Rurrenabaque                  ,2007,5369,7.4,87.32,5.27,36
Beni,Yacuma,Santa Ana                     ,2007,6291,5.5,90.03,4.45,42
Beni,Yacuma,Exaltación                    ,2007,1178,3.4,93.21,3.4,24
Beni,Moxos,San Ignacio                   ,2007,8383,6.3,88.55,5.18,101
Beni,Marbán,Loreto                        ,2007,1468,6.8,89.37,3.81,25
Beni,Marbán,San Andrés                    ,2007,3986,6.3,88.59,5.14,47
Beni,Mamoré,San Joaquín                   ,2007,2046,3.2,90.42,6.35,20
Beni,Mamoré,San Ramón               ,2007,1366,1.8,90.12,8.13,14
Beni,Mamoré,Puerto Siles                  ,2007,213,0,86.38,13.62,4
Beni,Itenez,Magdalena                     ,2007,4313,1.3,91.84,6.82,38
Beni,Itenez,Baures                        ,2007,1523,0.6,89.95,9.46,12
Beni,Itenez,Huaracaje                     ,2007,1207,0.3,96.27,3.4,12
Chuquisaca,Oropeza,Sucre                         ,2007,77898,5.3,87.27,7.39,218
Chuquisaca,Oropeza,Yotala                        ,2007,3067,5.1,84.55,10.4,32
Chuquisaca,Oropeza,Poroma                        ,2007,4532,4.4,85.92,9.66,59
Chuquisaca,J.A. De Padilla,Azurduy                       ,2007,3277,4.3,84.59,11.11,37
Chuquisaca,J.A. De Padilla,Tarvita                       ,2007,5050,4.1,84.36,11.54,45
Chuquisaca,J. Zudañez,Zudáñez                       ,2007,1987,2.2,89.23,8.56,22
Chuquisaca,J. Zudañez,Presto                        ,2007,2242,1.6,89.16,9.23,27
Chuquisaca,J. Zudañez,Mojocoya                      ,2007,2358,3.4,87.7,8.91,25
Chuquisaca,J. Zudañez,Icla                          ,2007,2681,4.2,85.15,10.63,24
Chuquisaca,Tomina,Padilla                       ,2007,3141,2.7,90.54,6.78,50
Chuquisaca,Tomina,Tomina                        ,2007,2485,4.8,91.99,3.22,22
Chuquisaca,Tomina,Sopachuy                      ,2007,2153,3.6,88.3,8.13,22
Chuquisaca,Tomina,Alcala                        ,2007,1166,2.8,88.68,8.49,10
Chuquisaca,Tomina,El Villar                     ,2007,1339,2.4,85.21,12.4,16
Chuquisaca,H. Siles,Monteagudo                    ,2007,8488,2.2,89.29,8.52,75
Chuquisaca,H. Siles,Huacareta                     ,2007,2623,7.1,82.69,10.26,38
Chuquisaca,Yamparáez,Tarabuco                      ,2007,5692,3.1,86.61,10.33,62
Chuquisaca,Yamparáez,Yamparaez                     ,2007,2617,3.3,87.81,8.87,28
Chuquisaca,Nor Cinti,Camargo                       ,2007,4290,4,86.62,9.39,55
Chuquisaca,Nor Cinti,San Lucas                     ,2007,9284,3.2,87.62,9.2,111
Chuquisaca,Nor Cinti,Incahuasi                     ,2007,6820,3.5,87.99,8.48,61
Chuquisaca,Nor Cinti,Villa Charcas                 ,2007,0, -   ,0,0,0
Chuquisaca,B. Boeto,Villa Serrano                 ,2007,3413,2.6,92.15,5.27,44
Chuquisaca,S. Cinti,Camataqui (C. Villa Abecia)   ,2007,749,4,87.18,8.81,12
Chuquisaca,S. Cinti,Culpina                       ,2007,4545,3.8,87.94,8.23,62
Chuquisaca,S. Cinti,Las Carreras                  ,2007,729,2.5,86.42,11.11,18
Chuquisaca,L. Calvo,Villa Vaca Guzmán (Muyupampa) ,2007,2652,4.2,87.25,8.52,35
Chuquisaca,L. Calvo,Huacaya (Villa de Huacaya)    ,2007,565,3.7,88.85,7.43,10
Chuquisaca,L. Calvo,Machareti                     ,2007,1825,3.2,89.53,7.29,23
Cochabamba,Cercado,Cochabamba                    ,2007,188412,4.8,87.74,7.43,416
Cochabamba,N. Campero,Aiquile                       ,2007,8988,4.4,83.39,12.18,75
Cochabamba,N. Campero,Pasorapa                      ,2007,1152,4.3,85.16,10.5,19
Cochabamba,N. Campero,Omereque                      ,2007,1626,5.5,84.75,9.78,26
Cochabamba,Ayopaya,Ayopaya (V. de Independencia) ,2007,8334,7.7,81.91,10.39,105
Cochabamba,Ayopaya,Morochata                     ,2007,7893,5,86.1,8.86,120
Cochabamba,Ayopaya,Cocapata                      ,2007,0, -   ,0,0,0
Cochabamba,E. Arce,Tarata                        ,2007,3705,7.3,84.72,8.02,46
Cochabamba,E. Arce,Anzaldo                       ,2007,2324,6.4,83.09,10.54,47
Cochabamba,E. Arce,Arbieto                       ,2007,2301,7,86.05,7,22
Cochabamba,E. Arce,Sacabamba                     ,2007,1320,5.7,85.38,8.94,31
Cochabamba,Aran.D.,Araní                         ,2007,3492,7.1,83.39,9.48,27
Cochabamba,Aran.D.,Vacas                         ,2007,3210,0.1,90.97,8.91,28
Cochabamba,Arque,Arque                         ,2007,2782,4.3,84.26,11.43,47
Cochabamba,Arque,Tacopaya                      ,2007,2716,4.5,86.05,9.43,49
Cochabamba,Capinota,Capinota                      ,2007,6520,4.3,86.26,9.4,36
Cochabamba,Capinota,Santibáñez                    ,2007,1948,4.7,81.88,13.4,18
Cochabamba,Capinota,Sicaya                        ,2007,774,4.5,85.4,10.08,5
Cochabamba,G. Jordán,Cliza                         ,2007,6650,5.5,85.7,8.77,26
Cochabamba,G. Jordán,Toco                          ,2007,1323,5.1,87.83,7.03,11
Cochabamba,G. Jordán,Tolata                        ,2007,1536,4.9,89.39,5.73,7
Cochabamba,Quillacollo,Quillacollo                   ,2007,40328,5.7,86.21,8.04,80
Cochabamba,Quillacollo,Sipe Sipe                     ,2007,11185,6,82.74,11.26,49
Cochabamba,Quillacollo,Tiquipaya                     ,2007,15478,5.9,84.58,9.52,57
Cochabamba,Quillacollo,Vinto                         ,2007,14715,5.2,84.83,9.94,44
Cochabamba,Quillacollo,Colcapirhua                   ,2007,9819,4.3,87.96,7.7,19
Cochabamba,Chapare,Sacaba                        ,2007,33301,5.7,85.32,8.93,95
Cochabamba,Chapare,Colomi                        ,2007,6778,6.3,85.05,8.68,30
Cochabamba,Chapare,Villa Tunari                  ,2007,17784,5.3,85.42,9.25,163
Cochabamba,Tapacarí,Tapacari                      ,2007,6966,4,88.64,7.35,154
Cochabamba,Carrasco,Totora                ,2007,3697,4.8,82.07,13.12,42
Cochabamba,Carrasco,Pojo                   ,2007,3388,5.4,86.84,7.76,35
Cochabamba,Carrasco,Pocona                        ,2007,3678,5.2,83.74,11.07,47
Cochabamba,Carrasco,Chimore                       ,2007,5086,5.2,85.31,9.54,45
Cochabamba,Carrasco,Puerto Villarroel             ,2007,14494,4.4,87.25,8.31,85
Cochabamba,Carrasco,Entre Ríos                ,2007,8918,7.2,84.37,8.4,37
Cochabamba,Mizque,Mizque                        ,2007,7663,6.9,81.29,11.8,111
Cochabamba,Mizque,Vila Vila                     ,2007,973,3.9,81.09,15.01,20
Cochabamba,Mizque,Alalay                        ,2007,884,4.5,80.66,14.82,23
Cochabamba,Punata,Punata                        ,2007,10748,6.3,86.7,7.01,39
Cochabamba,Punata,Villa Rivero                  ,2007,2155,4.1,90.12,5.75,16
Cochabamba,Punata,San Ben.d.to                    ,2007,4016,4.3,90.49,5.18,26
Cochabamba,Punata,Tacachi                       ,2007,140,6.4,93.57,0,2
Cochabamba,Punata,Cuchumuela (V. G. Villarroel) ,2007,377,3.4,90.72,5.84,9
Cochabamba,Bolívar,Bolivar                       ,2007,1735,5.4,81.04,13.54,46
Cochabamba,Tiraque,Tiraque                ,2007,12520,6.1,85.59,8.35,67
Cochabamba,Tiraque,Shinaota                      ,2007,0, -   ,0,0,0
La Paz,P.D. Murillo,La Paz                        ,2007,222684,4.4,90.41,5.15,533
La Paz,P.D. Murillo,Palca                         ,2007,5052,6.6,88,5.36,55
La Paz,P.D. Murillo,Mecapaca                      ,2007,4452,4.9,89.47,5.66,36
La Paz,P.D. Murillo,Achocalla                     ,2007,4795,4.3,91.16,4.57,32
La Paz,P.D. Murillo,El Alto                       ,2007,259115,3.8,91.91,4.31,415
La Paz,Omasuyos,Achacachi                     ,2007,19774,5.5,91.4,3.11,177
La Paz,Omasuyos,Ancoraimes                    ,2007,4029,6.1,91.04,2.85,51
La Paz,Omasuyos,Chua Cocan.d.                   ,2007,0, -   ,0,0,0
La Paz,Omasuyos,Huarina                       ,2007,0, -   ,0,0,0
La Paz,Omasuyos,Santiago de Huata             ,2007,0, -   ,0,0,0
La Paz,Omasuyos,Huatajata                     ,2007,0, -   ,0,0,0
La Paz,Pacajes,Coro Coro                     ,2007,2548,5,93.05,1.96,46
La Paz,Pacajes,Caquiaviri                    ,2007,2581,5,93.3,1.7,67
La Paz,Pacajes,Calacoto                      ,2007,1881,7.7,89.9,2.45,60
La Paz,Pacajes,Comanche                      ,2007,1118,3.5,92.4,4.11,20
La Paz,Pacajes,Charaña                       ,2007,687,6.1,90.1,3.78,17
La Paz,Pacajes,Waldo Ballivian               ,2007,558,4.1,94.44,1.43,6
La Paz,Pacajes,Nazacara de Pacajes           ,2007,78,14.1,85.9,0,1
La Paz,Pacajes,Santiago de Callapa           ,2007,1547,6.6,91.21,2.2,46
La Paz,E. Camacho,Puerto Acosta                 ,2007,7155,5.8,90.4,3.84,109
La Paz,E. Camacho,Mocomoco                      ,2007,4794,9,86.73,4.23,76
La Paz,E. Camacho,Puerto Carabuco               ,2007,3793,5.9,90.17,3.98,59
La Paz,E. Camacho,Humanata                      ,2007,0, -   ,0,0,0
La Paz,E. Camacho,Escoma                        ,2007,0, -   ,0,0,0
La Paz,Muñecas,Chuma                         ,2007,3234,6.6,87.72,5.66,55
La Paz,Muñecas,Ayata                         ,2007,2666,6.5,88.37,5.18,36
La Paz,Muñecas,Aucapata                      ,2007,1504,17,80.65,2.39,21
La Paz,Larecaja,Sorata                        ,2007,4967,6.2,87.98,5.8,79
La Paz,Larecaja,Guanay                        ,2007,3434,7.3,90.45,2.3,41
La Paz,Larecaja,Tacacoma                      ,2007,1616,5.3,91.58,3.09,23
La Paz,Larecaja,Quiabaya                      ,2007,709,5.5,90.41,4.09,10
La Paz,Larecaja,Combaya                       ,2007,689,3.9,92.89,3.19,14
La Paz,Larecaja,Tipuan.d.                       ,2007,3078,4.9,89.25,5.82,11
La Paz,Larecaja,Mapiri                        ,2007,3617,5.9,90.43,3.7,22
La Paz,Larecaja,Teoponte                      ,2007,2111,7.5,89.77,2.75,34
La Paz,F. Tamayo,Apolo                         ,2007,5049,8,83.9,8.14,77
La Paz,F. Tamayo,Pelechuco                     ,2007,1468,5.9,91.49,2.59,22
La Paz,Ingavi,Viacha                        ,2007,16725,4.3,91.45,4.2,95
La Paz,Ingavi,Guaqui                        ,2007,1952,4.6,89.86,5.53,22
La Paz,Ingavi,Tiawanacu                     ,2007,3594,3.6,92.85,3.53,28
La Paz,Ingavi,Desaguadero                   ,2007,1471,4.3,91.98,3.74,16
La Paz,Ingavi,San Andrés de Machaca         ,2007,1359,8,90.07,1.91,37
La Paz,Ingavi,Jesús de Machaca              ,2007,3500,5.9,91.26,2.86,55
La Paz,Ingavi,Taraco                        ,2007,1304,6.2,90.87,2.91,21
La Paz,Loayza,Luribay                       ,2007,2688,4.1,91.74,4.13,37
La Paz,Loayza,Sapahaqui                     ,2007,3392,5.4,90.42,4.19,53
La Paz,Loayza,Yaco                          ,2007,2189,6.7,88.49,4.84,29
La Paz,Loayza,Malla                         ,2007,582,5.5,89,5.5,12
La Paz,Loayza,Cairoma                       ,2007,3480,5.7,90.23,4.11,42
La Paz,Inquisivi,Inquisivi                     ,2007,4433,4.5,93.77,1.76,93
La Paz,Inquisivi,Quime                         ,2007,1881,5.8,90.43,3.77,18
La Paz,Inquisivi,Cajuata                       ,2007,2503,7.2,87.57,5.27,24
La Paz,Inquisivi,Colquiri                      ,2007,5806,7.8,87.15,5.06,76
La Paz,Inquisivi,Ichoca                        ,2007,1571,5.5,90.9,3.63,35
La Paz,Inquisivi,Licoma Pampa                  ,2007,688,10.5,85.47,4.07,9
La Paz,S. Yungas,Chuluman.d. (V. De La Libertad) ,2007,4299,6,89.77,4.28,41
La Paz,S. Yungas,Irupana (Villa De Lanza)      ,2007,3675,6,90.88,3.07,53
La Paz,S. Yungas,Yanacachi                     ,2007,908,5.3,87.56,7.16,17
La Paz,S. Yungas,Palos Blancos                 ,2007,6752,6.9,88.3,4.75,52
La Paz,S. Yungas,La Asunta                     ,2007,8330,8.6,87.15,4.23,87
La Paz,Los Andes,Pucaran.d.                      ,2007,8205,4.5,90.65,4.89,74
La Paz,Los Andes,Laja                          ,2007,4531,5,90.69,4.33,62
La Paz,Los Andes,Batallas                      ,2007,6582,4,91.11,4.85,57
La Paz,Los Andes,Puerto Pérez                  ,2007,1989,4,92.96,3.07,24
La Paz,Aroma,Sica Sica (Villa Aroma)       ,2007,6049,5.4,91.88,2.71,72
La Paz,Aroma,Umala                         ,2007,1885,7.3,90.5,2.18,33
La Paz,Aroma,Ayo Ayo                       ,2007,2179,5.1,90.91,3.99,33
La Paz,Aroma,Calamarca                     ,2007,3369,5,91.3,3.65,31
La Paz,Aroma,Patacamaya                    ,2007,7139,6,89.58,4.44,52
La Paz,Aroma,Colquencha                    ,2007,2238,5,90.84,4.2,18
La Paz,Aroma,Collana                       ,2007,529,10.2,87.33,2.46,6
La Paz,N. Yungas,Coroico                       ,2007,3873,5.7,89.34,5.01,42
La Paz,N. Yungas,Coripata                      ,2007,3626,5.8,89.55,4.61,28
La Paz,A. Iturralde,Ixiamas                       ,2007,2131,7.8,84.51,7.65,31
La Paz,A. Iturralde,San Buena Ventura             ,2007,2199,6.2,87.99,5.78,21
La Paz,B. Saavedra,Gral. J.J. Perez  (Charazan.d.) ,2007,2572,5.1,91.25,3.69,38
La Paz,B. Saavedra,Curva                         ,2007,459,1.3,94.77,3.92,9
La Paz,M. Kapac,Copacabana                    ,2007,4243,4.2,90.95,4.86,38
La Paz,M. Kapac,San Pedro de Tiquina          ,2007,1294,4.5,91.96,3.55,18
La Paz,M. Kapac,Tito Yupanqui (Parquipujio)   ,2007,307,4.9,95.11,0,7
La Paz,G. Villarroel,San Pedro de Curahuara        ,2007,1868,4.7,93.95,1.34,35
La Paz,G. Villarroel,Papel Pampa                   ,2007,1316,5.2,93.24,1.52,30
La Paz,G. Villarroel,Chacarilla                    ,2007,359,14.5,81.06,4.46,10
La Paz,J.M. Pando,Santiago de Machaca           ,2007,935,6,91.76,2.25,23
La Paz,J.M. Pando,Catacora                      ,2007,264,4.2,95.83,0,5
La Paz,Caranavi,Caranavi                      ,2007,16738,7.8,88.1,4.07,207
La Paz,Caranavi,Alto Ben.d.                     ,2007,0, -   ,0,0,0
Oruro,Cercado,Oruro                         ,2007,81095,5.5,88.27,6.19,168
Oruro,Cercado,Caracollo                     ,2007,5806,5.9,90.29,3.77,56
Oruro,Cercado,El Choro                      ,2007,617,13.1,82.33,4.54,11
Oruro,Cercado,Soracachi                     ,2007,3519,6,88.69,5.29,62
Oruro,E. Avaroa,Challapata                    ,2007,8326,7,85.83,7.19,71
Oruro,E. Avaroa,Santuario de Quillacas        ,2007,631,4.9,91.28,3.8,10
Oruro,Carangas,Corque                        ,2007,1415,8.3,87.42,4.24,28
Oruro,Carangas,Choque Cota                   ,2007,355,6.8,90.7,2.54,9
Oruro,Sajama,Curahuara de Carangas         ,2007,1283,7,89.71,3.27,23
Oruro,Sajama,Turco                         ,2007,878,5.6,91.8,2.62,15
Oruro,Litoral,Huachacalla                   ,2007,252,0.8,95.63,3.57,2
Oruro,Litoral,Escara,2007,82,11,87.8,1.22,1
Oruro,Litoral,Cruz de Machacamarca          ,2007,0, -   ,0,0,0
Oruro,Litoral,Yunguyo de Litoral            ,2007,13,23.1,69.23,7.69,1
Oruro,Litoral,Esmeralda                     ,2007,26,11.5,73.08,15.38,2
Oruro,Poopó,Poopo                         ,2007,1344,5.5,86.98,7.51,11
Oruro,Poopó,Pazña                         ,2007,1494,6,86.88,7.16,15
Oruro,Poopó,Antequera                     ,2007,1031,2.2,93.99,3.78,8
Oruro,P. Dalence,Huanun.d.                       ,2007,9594,7.9,87.5,4.6,24
Oruro,P. Dalence,Machacamarca                  ,2007,1056,9.5,85.42,5.11,11
Oruro,L. Cabrera,Salinas de Garci Mendoza      ,2007,1541,8.8,86.24,5,37
Oruro,L. Cabrera,Pampa Aullagas                ,2007,605,11.4,85.12,3.47,8
Oruro,Atahuallpa,Sabaya                        ,2007,585,13.2,81.54,5.3,12
Oruro,Atahuallpa,Coipasa                       ,2007,167,6.6,87.43,5.99,2
Oruro,Atahuallpa,Chipaya                       ,2007,437,8,86.04,5.95,3
Oruro,Saucarí,Toledo                        ,2007,1061,13.9,80.77,5.28,17
Oruro,T. Barrón,Eucaliptus                    ,2007,1608,6.7,87.56,5.78,11
Oruro,S. Carangas,Andamarca                     ,2007,852,2.5,95.31,2.23,19
Oruro,S. Carangas,Belen de Andamarca            ,2007,253,11.5,84.98,3.56,5
Oruro,S.P. De Totora,Totora                   ,2007,1443,10.3,85.45,4.23,32
Oruro,S. Pagador,Santiago de Huari             ,2007,1745,8.1,86.59,5.27,25
Oruro,P. De Mejillones,La Rivera,2007,52,0,88.46,11.54,1
Oruro,P. De Mejillones,Todos Santos                  ,2007,74,8.1,90.54,1.35,2
Oruro,P. De Mejillones,Carangas                      ,2007,35,0,100,0,2
Oruro,N. Carangas,Huayllamarca                  ,2007,1026,11.7,82.55,5.75,21
Pando,N. Suárez,Cobija                        ,2007,10418,7,85.68,7.31,37
Pando,N. Suárez,Porven.d.r                      ,2007,1614,7.4,83.21,9.42,22
Pando,N. Suárez,Bolpebra                      ,2007,421,10.2,84.56,5.23,13
Pando,N. Suárez,Bella Flor                    ,2007,552,8.3,82.25,9.42,17
Pando,Manuripi,Puerto Rico                   ,2007,1911,11.3,85.35,3.4,31
Pando,Manuripi,San Pedro              ,2007,397,0,100,0,12
Pando,Manuripi,Filadelfia                    ,2007,1421,11.2,81.7,7.11,33
Pando,M. De Dios,Puerto Gonzalo Moreno         ,2007,1418,8.5,86.74,4.8,21
Pando,M. De Dios,San Lorenzo          ,2007,1554,8.8,88.22,2.96,29
Pando,M. De Dios,Sena                          ,2007,912,11.1,86.95,1.97,17
Pando,Abuná,Nacebe (Santa Rosa Del Abuna) ,2007,306,7.2,89.22,3.59,6
Pando,Abuná,Ingavi (Humaita)              ,2007,222,8.1,87.84,4.05,5
Pando,F. Román,Nuevo Manoa (Nueva Esperanza) ,2007,207,1.9,92.75,5.31,5
Pando,F. Román,Villa Nueva (Loma Alta)       ,2007,565,12.7,82.83,4.42,10
Pando,F. Román,Eureka (Santos Mercado)       ,2007,212,17,65.09,17.92,4
Potosí,T. Frías,Potosí                        ,2007,60280,6.3,86.38,7.37,200
Potosí,T. Frías,Tinguipaya                    ,2007,6304,5.6,88.13,6.31,107
Potosí,T. Frías,Yocalla                       ,2007,2170,9.3,85.48,5.25,32
Potosí,T. Frías,Belen de Urmiri               ,2007,349,5.2,89.4,5.44,5
Potosí,R. Bustillo,Uncia                         ,2007,9186,5.9,87.86,6.24,75
Potosí,R. Bustillo,Chayanta                      ,2007,4756,6.1,87.66,6.29,43
Potosí,R. Bustillo,Llallagua                     ,2007,13975,5.7,87.2,7.06,48
Potosí,R. Bustillo,Chuquihuta Ayllu Jucuman.d.     ,2007,0, -   ,0,0,0
Potosí,C. Saavedra,Betanzos                      ,2007,10819,6.1,85.31,8.63,106
Potosí,C. Saavedra,Chaqui                        ,2007,2860,9,82.97,8.01,34
Potosí,C. Saavedra,Tacobamba                     ,2007,3129,6.5,87.92,5.62,55
Potosí,Chayanta,Colquechaca                   ,2007,8555,6.6,87.07,6.36,111
Potosí,Chayanta,Ravelo                        ,2007,5519,3.7,90.29,6.02,67
